playerShort,weight,yellowCards,player,skin_colour,club,birthday,defeats,yellowReds,ties,goals,position,games,leagueCountry,redCards,victories,height,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
andre-wisdom,78.0,6,Andre Wisdom,0.875,Liverpool FC,09.05.1993,13,0,15,1,,63,England,1,35,186.0,37.3058527375708,0.03550974823116566,0.0,0.008655949370621849,0.30649162453172185,0.038744082856687394,0.0,0.026363636363636304,0.864080200483552
andreas-beck,70.0,57,Andreas Beck,0.0,1899 Hoffenheim,13.03.1987,99,1,72,7,Right Fullback,296,Germany,0,125,180.0,90.0971390552229,0.05179925178598972,0.00038737418025629574,0.0,0.06462022889633531,0.05408146598793594,0.00038661322485650294,0.0,0.06687725765159977
andreas-ivanschitz,82.0,62,Andreas Ivanschitz,0.25,1. FSV Mainz 05,15.10.1983,150,0,122,76,Attacking Midfielder,460,Germany,1,188,184.0,93.3058527375708,0.0479426345964374,0.0,0.00022132029102085534,0.05487125503497261,0.06293356730648511,0.0,0.0002208855308351749,0.06984857720667126
andreas-lambertz,69.0,62,Andreas Lambertz,0.25,Fortuna Düsseldorf,15.10.1984,88,4,74,39,Defensive Midfielder,294,Germany,1,132,172.0,225.69440895846236,0.06566073714420011,0.0025087464695595736,0.0020526107478214695,0.21295179770036687,0.06553175360572266,0.002503818303796281,0.0020485786121969573,0.21253347653025562
andreas-ottl,77.0,23,Andreas Ottl,0.0,FC Augsburg,01.03.1985,74,0,69,19,Defensive Midfielder,296,Germany,1,153,185.0,54.3058527375708,0.02852149567950399,0.0,0.0007086908687215179,0.05070766765216093,0.03390635687262675,0.0,0.0007072987208427391,0.056048946468801736
andreas-weimann,72.0,12,Andreas Weimann,0.0,Aston Villa,05.08.1991,61,0,37,32,Center Forward,148,England,0,50,179.0,12.0,0.03531740553565654,0.0,0.0,0.03531740553565654,0.0553122942911045,0.0,0.0,0.0553122942911045
andres-guardado,67.0,46,Andrés Guardado,0.125,Valencia CF,28.09.1986,117,1,83,45,Left Midfielder,378,Spain,0,178,169.0,79.0971390552229,,,,,,,,
andres-tunez,83.0,17,Andrés Túñez,0.25,Celta Vigo,15.03.1987,39,0,17,3,Center Back,99,Spain,0,43,187.0,17.0,0.06131020196692138,0.0,0.0,0.06131020196692138,0.09751081812230991,0.0,0.0,0.09751081812230991
andrey-arshavin,69.0,34,Andrey Arshavin,0.0,Arsenal FC,29.05.1981,78,0,92,85,Center Forward,358,England,2,188,172.0,96.6117054751416,0.033469935479880926,0.0,0.0019907008134240917,0.09579052198949795,0.0569375883171274,0.0,0.0037564236096469376,0.1745356326606686
andrija-delibasic,84.0,38,Andrija Delibašić,0.0,Rayo Vallecano,24.04.1981,89,4,55,56,Center Forward,238,Spain,0,94,188.0,170.38855622089156,0.05897690374193656,0.005376649318259711,0.0,0.2369286138795477,0.09355102679600678,0.00779115260514164,0.0,0.3514158879688419
andriy-voronin,81.0,61,Andriy Voronin,0.0,Fortuna Düsseldorf,21.07.1979,153,2,111,121,Center Forward,462,Germany,1,198,174.0,158.50013084801657,0.04499265049543587,0.002702510027496517,0.0007382196549182478,0.1575485964784733,0.07663156903835207,0.0050399662104682165,0.0007367695008778532,0.2665052290358591
andros-townsend,76.0,15,Andros Townsend,0.25,Tottenham Hotspur (R),16.07.1991,58,0,33,17,Left Midfielder,158,England,1,67,183.0,46.3058527375708,0.03487258575891774,0.0,0.0006481938169181032,0.0551648459367598,0.040086322939210585,0.0,0.0007072332584950874,0.06222686318077013
andy-carroll,76.0,29,Andy Carroll,0.25,West Ham United,06.01.1989,79,0,48,58,,213,England,2,86,191.0,91.6117054751416,0.0434605944439081,0.0,0.005444828062112067,0.21391557993778146,0.04908784177218456,0.0,0.005940759371358734,0.23506837980128475
andy-johnson_2,70.0,30,Andy Johnson,0.0,Queens Park Rangers,10.02.1981,128,2,101,134,Center Forward,378,England,0,149,170.0,96.19427811044578,0.03088571312159809,0.0033260275495041337,0.0,0.14096770942903858,0.037837720693137455,0.004146843256631775,0.0,0.17508636859809262
angel,71.0,87, Ángel,0.25,Real Betis,10.03.1981,139,5,93,9,Right Fullback,389,Spain,2,157,180.0,315.09740075125603,0.06606091636908362,0.0021081100434996876,0.0003567818608026738,0.14700268801622982,0.1038366410012407,0.003352843873266318,0.000567443753599753,0.23257049149223638
angel-di-maria,70.0,62,Ángel Di María,0.25,Real Madrid,14.02.1988,70,3,79,69,Left Winger,392,Spain,3,243,180.0,255.20897537838107,,,,,,,,
angel_4,68.0,18, Ángel,0.5,Levante UD,26.04.1987,69,1,44,43,Center Forward,177,Spain,0,64,172.0,51.09713905522289,0.06606091636908362,0.0021081100434996876,0.0003567818608026738,0.14700268801622982,0.1038366410012407,0.003352843873266318,0.000567443753599753,0.23257049149223638
ansotegi,84.0,27, Ansotegi,0.25,Real Sociedad,13.07.1982,60,0,45,11,Center Back,179,Spain,0,74,192.0,27.0,0.053115950883130314,0.0,0.0,0.053115950883130314,0.08756209088568562,0.0,0.0,0.08756209088568562
anthony-annan,64.0,32,Anthony Annan,1.0,CA Osasuna,21.07.1986,44,0,44,1,Defensive Midfielder,179,Spain,1,91,175.0,63.3058527375708,,,,,,,,
anthony-le-tallec,73.0,27,Anthony Le Tallec,0.25,Valenciennes FC,03.10.1984,148,0,81,46,Right Winger,313,France,3,84,184.0,120.9175582127124,0.023128633991235353,0.0,0.0024374737512474175,0.09943582829948128,0.024467160073934735,0.0,0.002447794129275755,0.10109744261693188
anthony-lopes,81.0,3, Anthony Lopes,0.25,Olympique Lyon,01.10.1990,15,0,12,0,Goalkeeper,54,France,0,27,184.0,3.0,0.01835130091708146,0.0,0.0,0.01835130091708146,0.01928877873416666,0.0,0.0,0.01928877873416666
anthony-mounier,65.0,19,Anthony Mounier,0.0,Montpellier HSC,27.09.1987,65,0,60,20,Left Midfielder,186,France,0,61,174.0,19.0,0.022211005471467118,0.0,0.0,0.022211005471467118,0.022305047908944726,0.0,0.0,0.022305047908944726
anthony-reveillere,77.0,91,Anthony Réveillère,0.25,Olympique Lyon,10.11.1979,140,1,138,9,Right Fullback,563,France,1,285,180.0,155.4029917927937,0.05166482767330221,0.00014266150718003282,0.00020210380183837982,0.06271354727232295,0.07023984022158936,0.0001432655426833636,0.00020295951880143175,0.08133534061688846
antoine-griezmann,68.0,29,Antoine Griezmann,0.25,Real Sociedad,21.03.1991,72,0,53,58,Left Winger,219,Spain,0,94,176.0,29.0,0.03152351565971158,0.0,0.0,0.03152351565971158,0.05013657928787079,0.0,0.0,0.05013657928787079
antolin-alcaraz,78.0,43,Antolín Alcaraz,0.0,Wigan Athletic,30.07.1982,69,3,60,14,Center Back,216,England,3,87,184.0,236.20897537838107,0.05830569242354437,0.004887089034344797,0.00944327423476542,0.5156841103225719,0.09393821821298565,0.005616338153423848,0.017177607295500004,0.8175825874347532
anton-ferdinand,78.0,31,Anton Ferdinand,0.375,Queens Park Rangers,18.02.1985,129,0,68,5,Center Back,317,England,0,120,178.0,31.0,0.03949096223601282,0.0,0.0,0.03949096223601282,0.0449780430835401,0.0,0.0,0.0449780430835401
anton-putsila,74.0,24,Anton Putsila,0.125,SC Freiburg,10.06.1987,64,0,36,11,Center Midfielder,139,Germany,0,39,180.0,24.0,0.05614362861751173,0.0,0.0,0.05614362861751173,0.09191013148042847,0.0,0.0,0.09191013148042847
antonio-lopez_2,74.0,61, Antonio López,0.25,RCD Mallorca,13.09.1981,114,2,92,16,Left Fullback,344,Spain,3,138,176.0,221.11183632315817,0.04300807907792684,0.004292530205509323,0.001523091270182473,0.23276021919862558,0.0647564467024183,0.00783083314157231,0.0024224006945951808,0.3997699395236709
antonio-ruediger,85.0,24,Antonio Rüdiger,1.0,VfB Stuttgart,03.03.1993,47,1,26,8,Center Back,113,Germany,3,40,190.0,151.01469726793528,0.07829522168445065,0.004878669023807551,0.005691780527775475,0.41795125178692977,0.0896841024333887,0.004869085397105812,0.005680599629956781,0.42867291436968097
antonio-rukavina,74.0,37,Antonio Rukavina,0.0,Real Valladolid,26.01.1984,84,1,70,3,Right Fullback,249,Spain,0,95,177.0,70.0971390552229,0.04992161954017744,0.0012843527575943474,0.0,0.09243002135423654,0.06394914815030078,0.002042698998418555,0.0,0.13155664094892422
antonio-valencia_2,70.0,48,Antonio Valencia,0.75,Manchester United,04.08.1985,105,3,68,36,Right Winger,344,England,3,171,175.0,241.20897537838107,0.04773648323562017,0.0044996408039073245,0.00788305753295051,0.44344755886944276,0.07831918349921486,0.008915650156518497,0.013321653526245298,0.7904474200108031
apono,72.0,45, Apoño,0.125,Real Zaragoza,13.02.1984,64,0,43,31,Defensive Midfielder,172,Spain,1,65,173.0,76.3058527375708,0.1048143566776325,0.0,0.008602176609004001,0.37411283082168795,0.16670200623566397,0.0,0.0136813328266173,0.5950077969594385
aranda,82.0,37, Aranda,0.25,Real Zaragoza,27.07.1980,86,1,40,35,Center Forward,199,Spain,1,73,184.0,101.4029917927937,0.05601259345569234,0.003134691476162475,0.00626938295232495,0.3560302925983854,0.08860391489136775,0.004985570436818168,0.009971140873636337,0.5657671007239793
aranzubia,80.0,36, Aranzubía,0.0,Deportivo La Coruña,18.09.1979,137,1,90,1,Goalkeeper,370,Spain,4,143,184.0,194.3205500055061,0.04801583857961551,0.0006523696546510971,0.0019373401865396215,0.13025749433739797,0.07862797789611638,0.0010375613960221233,0.0030812429336414568,0.2094292292278519
arbeloa,79.0,85, Arbeloa,0.25,Real Madrid,17.01.1983,49,5,71,6,Right Fullback,364,Spain,0,244,184.0,250.48569527611446,0.05658757409890008,0.004096028910864958,0.0,0.19215441253601073,0.0859465147663355,0.005602777185821106,0.0,0.271382410380887
arda-turan,76.0,75,Arda Turan,0.0,Atlético Madrid,30.01.1987,92,1,84,71,Left Winger,385,Spain,3,209,177.0,202.01469726793528,0.06041879671215818,0.0008693805805703212,0.003995426826954534,0.21427305054758297,0.07808934059113928,0.00044627677660659566,0.005932766128111177,0.2785901278567011
aristide-bance,96.0,22,Aristide Bancé,0.875,FC Augsburg,19.09.1984,84,1,68,73,Center Forward,240,Germany,2,88,190.0,117.70884453036449,,,,,,,,
arizmendi,76.0,35, Arizmendi,0.25,RCD Mallorca,03.03.1984,98,2,72,36,Center Forward,270,Spain,0,100,189.0,101.19427811044578,0.03928906958595489,0.0031195845292894026,0.0,0.14253839254636827,0.05730665202094741,0.0049615435913395265,0.0,0.2215195501920617
arjen-robben,80.0,50,Arjen Robben,0.25,Bayern München,23.01.1984,94,2,80,170,Right Winger,521,Germany,2,347,180.0,178.80598358558737,0.03588608591434786,0.0015853978656603092,0.0005919391093082065,0.10688937811757221,0.058074979205450614,0.0023414321158003928,0.0006310380637599661,0.15532486822633226
armand-traore,82.0,10,Armand Traoré,0.625,Queens Park Rangers,08.10.1989,60,1,40,3,Left Fullback,148,England,0,48,185.0,43.09713905522289,0.017513335255423458,0.002677784292842,0.0,0.10614033435550682,0.020886652846671648,0.0029216849367338033,0.0,0.11758606547330043
arnold-mvuemba,67.0,10,Arnold Mvuemba,0.75,Olympique Lyon,28.01.1985,81,0,60,15,Defensive Midfielder,219,France,0,78,172.0,10.0,0.009068384398952356,0.0,0.0,0.009068384398952356,0.009306587821919121,0.0,0.0,0.009306587821919121
arouna-kone,81.0,12,Arouna Koné,1.0,Wigan Athletic,11.11.1983,107,0,61,95,Center Forward,328,England,0,160,181.0,12.0,0.008462261339800933,0.0,0.0,0.008462261339800933,0.012803874858829337,0.0,0.0,0.012803874858829337
arribas_2,77.0,48, Arribas,0.25,CA Osasuna,01.05.1989,66,4,30,5,Center Back,148,Spain,2,52,185.0,243.00026169603316,0.11562335221580392,0.014195477847095418,0.004867020976147001,0.7378192984263834,0.18389317449467824,0.022577199456205083,0.007740754099270314,1.1734647922837045
arrizabalaga,81.0,2, Arrizabalaga,0.0,Athletic Bilbao,03.10.1994,6,0,7,0,Goalkeeper,31,Spain,0,18,186.0,2.0,0.026018269729919573,0.0,0.0,0.026018269729919573,0.04557271262532132,0.0,0.0,0.04557271262532132
arthur-boka,67.0,66,Arthur Boka,1.0,VfB Stuttgart,02.04.1983,148,2,95,12,Left Fullback,390,Germany,2,147,166.0,194.8059835855874,0.047512717439998305,0.0011701403489036005,0.001970263514085021,0.14792179470794223,0.06191022633143905,0.0015182657723458086,0.0026602797498315378,0.19544280581052148
artjoms-rudnevs,81.0,17,Artjoms Rudņevs,0.0,Hamburger SV,13.01.1988,65,1,30,59,Right Winger,157,Germany,0,62,183.0,50.09713905522289,0.036726875361777274,0.00452461537881382,0.0,0.18647869972577824,0.06345241857116896,0.005713830905793,0.0,0.25256387459823004
artur-boruc,88.0,24,Artur Boruc,0.125,Southampton FC,20.02.1980,90,0,84,0,Goalkeeper,364,England,0,190,193.0,24.0,0.023543806200016556,0.0,0.0,0.023543806200016556,0.03638911339247921,0.0,0.0,0.03638911339247921
artur-sobiech,81.0,26,Artur Sobiech,0.125,Hannover 96,12.06.1990,66,1,35,45,Center Forward,171,Germany,1,70,185.0,90.40299179279369,0.057418240958866266,0.0048557764762025,0.001368407165214313,0.26096970341205655,0.09340441834614327,0.014789356984478903,0.0013657190747979717,0.6256448232352904
asenjo_2,85.0,5, Asenjo,0.125,Atlético Madrid,28.06.1989,55,1,31,0,Goalkeeper,148,Spain,0,62,189.0,38.09713905522289,0.012037349748744937,0.0011742653783719749,0.0,0.0509021742644561,0.01641468222773885,0.0018676105128398218,0.0,0.07822724707219456
ashkan-dejagah,74.0,55,Ashkan Dejagah,0.5,Fulham FC,05.07.1986,119,1,71,56,Left Winger,321,England,4,131,181.0,213.3205500055061,,,,,,,,
ashley-cole,67.0,106,Ashley Cole,0.5,Chelsea FC,20.12.1980,112,1,146,16,Left Fullback,662,England,3,404,170.0,233.01469726793528,0.04841177492216473,0.0003215449642979567,0.0017263539643760956,0.11309897629972046,0.06914391117760423,0.0003508322463400827,0.002752069017990535,0.1669113222206209
ashley-young,65.0,57,Ashley Young,0.75,Manchester United,09.07.1985,113,1,114,77,Left Midfielder,420,England,2,193,180.0,152.7088445303645,,,,,,,,
asmir-begovic,83.0,11,Asmir Begović,0.125,Stoke City,20.06.1987,72,0,52,1,Goalkeeper,193,England,1,69,198.0,42.3058527375708,,,,,,,,
assani-lukimya,89.0,21,Assani Lukimya,0.875,Werder Bremen,25.01.1986,87,3,60,13,Center Back,241,Germany,1,94,190.0,151.59726990323946,0.02560603111460204,0.007367283020800291,0.000850071117784649,0.29605422294304024,0.025555730788361843,0.007352810776437565,0.0008484012434351036,0.2954726558922086
atsuto-uchida,62.0,35,Atsuto Uchida,0.0,FC Schalke 04,27.03.1988,68,0,56,6,Right Fullback,260,Germany,1,136,176.0,66.3058527375708,,,,,,,,
augusto-fernandez,71.0,50,Augusto Fernández,0.5,Celta Vigo,10.04.1986,92,3,65,31,Right Midfielder,273,Spain,1,116,177.0,180.59726990323946,0.06271772846766806,0.0036931224415480456,0.0021450351363423666,0.25210166955879726,0.10728054842583404,0.005948133364218522,0.003704486727742541,0.42011886146737876
aurelien-chedjou,75.0,34,Aurelien Chedjou,0.75,Lille OSC,20.06.1985,53,1,69,20,Center Back,237,France,1,115,184.0,98.4029917927937,,,,,,,,
aurtenetxe,82.0,25, Aurtenetxe,0.0,Athletic Bilbao,03.01.1992,37,1,30,6,Center Back,120,Spain,1,53,182.0,89.40299179279369,0.08776396697636908,0.0014678317229649684,0.0011008737922237263,0.17080879044301514,0.15759096984295806,0.002334513141049777,0.001750884855787333,0.2896696193542489
axel-bellinghausen,76.0,40,Axel Bellinghausen,0.0,Fortuna Düsseldorf,17.05.1983,96,1,79,17,Left Midfielder,278,Germany,1,103,182.0,104.4029917927937,0.06098213081046717,0.0012196672559518877,0.00048786690238075513,0.11662271698327568,0.06086233789680319,0.001217271349276453,0.0004869085397105812,0.11639362405258984
aykut-oezer,80.0,5,Aykut Özer,0.0,Eintracht Frankfurt,01.01.1993,29,0,11,0,Goalkeeper,73,Germany,1,33,189.0,36.3058527375708,0.02563164022639149,0.0,0.003434981251456337,0.1331666574408002,0.0345253848592425,0.0,0.003428233595921439,0.14184916096315187
ayoze,75.0,56, Ayoze,0.0,Deportivo La Coruña,25.05.1982,78,1,51,4,Left Fullback,221,Spain,1,92,175.0,120.4029917927937,0.09165856665658573,0.0004822602271019193,0.003134691476162475,0.20575419018424224,0.14577837840795405,0.0007670108364335644,0.004985570436818168,0.3272417766260747
azpilicueta_2,70.0,41, Azpilicueta,0.25,Chelsea FC,28.08.1989,91,1,65,4,Right Fullback,289,England,0,133,178.0,74.0971390552229,,,,,,,,
baba-diawara,76.0,12,Babá Diawara,1.0,Sevilla FC,05.01.1988,65,1,41,47,Center Forward,163,Spain,0,57,179.0,45.09713905522289,0.016303870548286983,0.0015560905103833762,0.0,0.06780601455295834,0.03211070356992272,0.0030994735092966705,0.0,0.13469440930509427
bacary-sagna,72.0,44,Bacary Sagna,1.0,Arsenal FC,14.02.1983,97,0,108,5,Right Fullback,432,England,2,227,176.0,106.6117054751416,0.02793758106588167,0.0,0.0034165153916687215,0.1348945087931067,0.033445217649365123,0.0,0.004624124795759278,0.1782073875455547
baena_4,75.0,27, Baena,0.25,Espanyol Barcelona,02.03.1989,43,1,27,2,Defensive Midfielder,115,Spain,1,45,181.0,91.40299179279369,0.09382590063438213,0.0013210485506684716,0.0022017475844474527,0.20647641385857135,0.1492254149946747,0.0021010618269447995,0.003501769711574666,0.32839043735612966
bafetimbi-gomis,77.0,19,Bafetimbi Gomis,1.0,Olympique Lyon,06.08.1985,112,1,102,129,Center Forward,372,France,0,158,184.0,52.09713905522289,0.022213832938283114,0.004081510924931183,0.0,0.15730016757614185,0.039533287832044794,0.004098792233355744,0.0,0.17519158433788742
bakary-kone,80.0,28,Bakary Koné,0.875,Olympique Lyon,27.04.1988,56,2,50,9,,183,France,2,77,188.0,156.80598358558737,,,,,,,,
balenziaga,70.0,26, Balenziaga,0.25,Real Valladolid,29.02.1988,50,1,43,0,Left Fullback,160,Spain,0,67,177.0,59.09713905522289,0.06805477156305313,0.0013958248837251776,0.0,0.11425258183644565,0.10823771965097391,0.0022199898548850715,0.0,0.18171303257928922
ballesteros,90.0,128, Ballesteros,0.25,Levante UD,04.09.1975,185,10,136,10,Center Back,509,Spain,5,188,188.0,615.5006542400829,0.07175968568471087,0.00808375906787458,0.0017501473267309533,0.39409883812276736,0.11712972733689517,0.012089765270132497,0.0027835220271527406,0.604406900301303
bamba-anderson,80.0,11, Bamba Anderson,0.75,Eintracht Frankfurt,10.01.1988,46,0,34,4,Center Back,142,Germany,0,62,188.0,11.0,0.028141401956375628,0.0,0.0,0.028141401956375628,0.02808612116362305,0.0,0.0,0.02808612116362305
baptiste-aloe,77.0,1,Baptiste Aloe,0.25,Olympique Marseille,29.06.1994,0,0,0,0,Center Back,1,France,0,1,184.0,1.0,0.396512199643863,0.0,0.0,0.396512199643863,1.03140703517588,0.0,0.0,1.03140703517588
baraja_2,79.0,35, Baraja,0.25,Real Valladolid,24.08.1980,50,0,46,4,,150,Spain,1,54,179.0,66.3058527375708,0.09640843678282675,0.0,0.0026233588240224966,0.17853492180548194,0.15333280992384388,0.0,0.004172321358471943,0.28395088794598783
barel-mouko,71.0,1,Barel Mouko,1.0,Lille OSC,05.04.1979,9,0,6,0,Goalkeeper,26,France,0,11,177.0,1.0,,,,,,,,
barkero,71.0,37, Barkero,0.25,Levante UD,27.04.1979,122,1,56,56,Left Midfielder,283,Spain,2,105,180.0,132.7088445303645,0.03979018715986315,0.0021505441522510003,0.004838724342564751,0.2624474377173421,0.06328430797359705,0.003420333206654325,0.007695749714972231,0.4174095590115549
barragan_3,83.0,43, Barragán,0.125,Valencia CF,12.06.1987,47,2,36,4,Right Fullback,159,Spain,1,76,187.0,140.50013084801657,0.10217434077828111,0.0024081614204894014,0.005104526308230063,0.3416791430801483,0.15042980318227075,0.003830060622034791,0.005569461910648813,0.4515506065819712
bartra,70.0,19, Bartra,0.0,FC Barcelona,15.01.1991,23,0,22,6,Center Back,126,Spain,0,81,183.0,19.0,0.043452664172981215,0.0,0.0,0.043452664172981215,0.07648037876126577,0.0,0.0,0.07648037876126577
bas-dost,85.0,11,Bas Dost,0.25,VfL Wolfsburg,31.05.1989,63,0,49,83,Center Forward,184,Germany,0,72,192.0,11.0,0.021973562947665594,0.0,0.0,0.021973562947665594,0.028156344682470184,0.0,0.0,0.028156344682470184
bastian-mueller,75.0,15,Bastian Müller,0.0,Fortuna Düsseldorf,31.07.1991,38,0,22,2,Defensive Midfielder,92,Germany,0,32,185.0,15.0,0.048010901885109376,0.0,0.0,0.048010901885109376,0.04791658957184622,0.0,0.0,0.04791658957184622
bastian-oczipka,87.0,10,Bastian Oczipka,0.0,Eintracht Frankfurt,12.01.1989,68,0,33,2,Left Fullback,166,Germany,0,65,184.0,10.0,0.02231503008705008,0.0,0.0,0.02231503008705008,0.025923366815899702,0.0,0.0,0.025923366815899702
bastian-schweinsteiger,79.0,90,Bastian Schweinsteiger,0.25,Bayern München,01.08.1984,101,2,113,91,Defensive Midfielder,611,Germany,1,397,183.0,187.5001308480166,0.04317562996872337,0.0008121638191808078,0.0012010587817953278,0.10765609817982218,0.05614105690791139,0.0014346646053823514,0.0018833954873606986,0.16258565262377694
bebe,76.03452685421995,5, Bébé,0.75,Manchester United,12.07.1990,28,0,15,13,,61,England,0,18,190.0,5.0,0.01984015400738805,0.0,0.0,0.01984015400738805,0.03951828724353255,0.0,0.0,0.03951828724353255
beg-ferati,81.0,19,Beg Ferati,0.25,SC Freiburg,10.11.1986,41,1,26,2,Center Back,136,Germany,0,69,188.0,52.09713905522289,0.033668242467895834,0.0011907075425123758,0.0,0.07307725557653065,0.037215829139604056,0.0013006654567453103,0.0,0.08026413462582861
bellvis,72.0,19, Bellvís,0.25,Celta Vigo,24.04.1985,54,2,23,1,Left Midfielder,109,Spain,0,32,178.0,85.19427811044578,0.07485941787121339,0.01132327329144404,0.0,0.44962736855842816,0.11906017019353864,0.01800910137381257,0.0,0.7151099026222189
